name,url,image_url
Shawn Greene (TV Series),https://walkingdead.fandom.com/wiki/Shawn_Greene_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/0/0d/ShawnS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233117
Shawn Greene (TV Series),https://walkingdead.fandom.com/wiki/Shawn_Greene_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/0/0d/ShawnS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233117
Arnold Greene (TV Series),https://walkingdead.fandom.com/wiki/Arnold_Greene_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/1/10/ArnoldS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019232759
Arnold Greene (TV Series),https://walkingdead.fandom.com/wiki/Arnold_Greene_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/1/10/ArnoldS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019232759
Josephine Greene (TV Series),https://walkingdead.fandom.com/wiki/Josephine_Greene_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/2/2d/JosephineS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233016
Josephine Greene (TV Series),https://walkingdead.fandom.com/wiki/Josephine_Greene_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/2/2d/JosephineS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233016
Patricia (TV Series),https://walkingdead.fandom.com/wiki/Patricia_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/a/a4/PatriciaS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233106
Patricia (TV Series),https://walkingdead.fandom.com/wiki/Patricia_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/a/a4/PatriciaS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233106
Otis (TV Series),https://walkingdead.fandom.com/wiki/Otis_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/9/96/OtisS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233102
Otis (TV Series),https://walkingdead.fandom.com/wiki/Otis_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/9/96/OtisS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233102
Jimmy (TV Series),https://walkingdead.fandom.com/wiki/Jimmy_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/5/5b/JimmyS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233004
Jimmy (TV Series),https://walkingdead.fandom.com/wiki/Jimmy_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/5/5b/JimmyS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233004
Nate (TV Series),https://walkingdead.fandom.com/wiki/Nate_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/b/b9/NateS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233058
Nate (TV Series),https://walkingdead.fandom.com/wiki/Nate_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/b/b9/NateS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233058
Randall Culver (TV Series),https://walkingdead.fandom.com/wiki/Randall_Culver_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/0/0b/RandallS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233111
Randall Culver (TV Series),https://walkingdead.fandom.com/wiki/Randall_Culver_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/0/0b/RandallS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233111
Sean (The Living),https://walkingdead.fandom.com/wiki/Sean_(The_Living),https://static.wikia.nocookie.net/walkingdead/images/c/c6/SeanS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233114
Sean (The Living),https://walkingdead.fandom.com/wiki/Sean_(The_Living),https://static.wikia.nocookie.net/walkingdead/images/c/c6/SeanS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233114
Tony (Season 2),https://walkingdead.fandom.com/wiki/Tony_(Season_2),https://static.wikia.nocookie.net/walkingdead/images/2/23/TonyS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233124
Tony (Season 2),https://walkingdead.fandom.com/wiki/Tony_(Season_2),https://static.wikia.nocookie.net/walkingdead/images/2/23/TonyS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233124
Dave (TV Series),https://walkingdead.fandom.com/wiki/Dave_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/9/97/DaveS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019232930
Dave (TV Series),https://walkingdead.fandom.com/wiki/Dave_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/9/97/DaveS2Crop.png/revision/latest/scale-to-width-down/116?cb=20221019232930
Terry (TV Series),https://walkingdead.fandom.com/wiki/Terry_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/6/67/TerryS4Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233120
Terry (TV Series),https://walkingdead.fandom.com/wiki/Terry_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/6/67/TerryS4Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233120
Michonne Grimes (TV Universe),https://walkingdead.fandom.com/wiki/Michonne_Grimes_(TV_Universe),https://static.wikia.nocookie.net/walkingdead/images/f/ff/MichonneS11Crop.png/revision/latest/scale-to-width-down/116?cb=20230327001141
Michonne Grimes (TV Universe),https://walkingdead.fandom.com/wiki/Michonne_Grimes_(TV_Universe),https://static.wikia.nocookie.net/walkingdead/images/f/ff/MichonneS11Crop.png/revision/latest/scale-to-width-down/116?cb=20230327001141
Mike (TV Series),https://walkingdead.fandom.com/wiki/Mike_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/b/b8/MikeS4Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233041
Mike (TV Series),https://walkingdead.fandom.com/wiki/Mike_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/b/b8/MikeS4Crop.png/revision/latest/scale-to-width-down/116?cb=20221019233041
Andre Anthony (TV Series),https://walkingdead.fandom.com/wiki/Andre_Anthony_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/f/f4/AndreS4Crop.png/revision/latest/scale-to-width-down/116?cb=20221019232907
Andre Anthony (TV Series),https://walkingdead.fandom.com/wiki/Andre_Anthony_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/f/f4/AndreS4Crop.png/revision/latest/scale-to-width-down/116?cb=20221019232907
Judith Grimes (TV Universe),https://walkingdead.fandom.com/wiki/Judith_Grimes_(TV_Universe),https://static.wikia.nocookie.net/walkingdead/images/4/41/JudithS11Crop.png/revision/latest/scale-to-width-down/116?cb=20221127005402
Judith Grimes (TV Universe),https://walkingdead.fandom.com/wiki/Judith_Grimes_(TV_Universe),https://static.wikia.nocookie.net/walkingdead/images/4/41/JudithS11Crop.png/revision/latest/scale-to-width-down/116?cb=20221127005402
Axel (TV Series),https://walkingdead.fandom.com/wiki/Axel_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/9/98/AxelS3Crop.png/revision/latest/scale-to-width-down/116?cb=20221020052612
Axel (TV Series),https://walkingdead.fandom.com/wiki/Axel_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/9/98/AxelS3Crop.png/revision/latest/scale-to-width-down/116?cb=20221020052612
Oscar (Prison),https://walkingdead.fandom.com/wiki/Oscar_(Prison),https://static.wikia.nocookie.net/walkingdead/images/3/37/OscarS3Crop.png/revision/latest/scale-to-width-down/116?cb=20221020052449
