Erin,Fate,Contents,Overview[],Pre-Apocalypse[],Post-Apocalypse[],Death[],Killed Victims[],Relationships[],Appearances[],Gallery[],Trivia[]
,,,"Erin is a kind-hearted and well-mannered woman. She has no experience outside the walls of 
Alexandria
, making her a rather weak survivor. She usually handles non-physical activities, such as cooking. She and 
Carol
 immediately form a friendship, with Erin often complimenting her cooking skill. When the 
Wolves
 attack Alexandria, Erin is unable to put up any fight against 
Aphid
 and merely pleads for him to spare her. Aphid slashes her stomach right before Carol kills him. Carol then puts Erin down out of mercy and proceeds to cry at the loss of her friend.",Nothing is known about Erin's life prior to or as the outbreak began.,"At some point in the apocalypse, Erin joined a community called the 
Alexandria Safe Zone
.
Erin is on a front porch with 
Stacy
 and another 
woman
 as she talks to newcomer 
Carol
 about alternative ways of baking cookies. That night, she attends 
Deanna
's welcoming party for the new arrivals and speaks with 
Reg
 about a woman part of the book club who's taking too long to read the only copy of their book. As 
Sasha
 is overwhelmed by the party guests, Erin talks to 
Reg
 about another woman and how she takes too long to read the only book her book club shares.
Erin is among the townspeople present at the community forum to discuss Rick's fate. She is seated next to 
Francine
 and 
Tobin
 and listens to her fellow residents as they speak. Erin and the other residents are shocked when Rick suddenly arrives with the corpse of a walker as Tobin was speaking. She also witnesses the murder of 
Reg Monroe
, which she is horrified at, and the subsequent execution of 
Pete Anderson
.
Erin is at the pantry with Carol, 
Olivia
, and 
Shelly
 going over the food supply and gathering ingredients to prepare for dinner, where she praises Carol for her culinary skills and agrees with her after she criticizes Shelly's smoking habit. When 
the Wolves
 invade Alexandria later that day, Erin is attacked by 
Aphid
 outside her home and her abdomen is sliced open with a machete. After Carol kills Aphid immediately after, she stabs Erin in the head 
out of mercy
 to prevent her cries from attracting any nearby Wolves. Carol then sits for a few moments, devastated at the loss of her friend.","Killed By
Aaron
 
(Indirectly Caused)
Aaron leaves his backpack at Del Arno Foods, which causes the Wolves to locate and attack Alexandria.
Aphid
 
(Caused)
Erin is attacked by Aphid, who slices her abdomen open.
Carol Peletier
 
(Out of Mercy)
After Erin is wounded, Carol proceeds to stab her in the head 
out of mercy
.","This list shows the victims Erin has killed:
Possibly a few 
zombies",,,"For more images of Erin, please visit 
Erin (TV Series)/Gallery
.",
