Bobby,Fate,Contents,Pre-Apocalypse[],Post-Apocalypse[],Death[],Killed Victims[],Relationships[],Appearances[],Gallery[]
,,,Nothing is known about Bobby's life prior to or as the outbreak began.,"At some point in the apocalypse, Bobby joined a community called the Alexandria Safe Zone where, upon being interviewed by Deanna , he was appointed as one of the guards at the gates. Bobby is on duty at the front gate and allows Aiden and his party to return from their supply run. He watches in horror with the other townspeople as Aiden and newcomer Glenn start fighting in the street. Bobby is working at the Woodlands Mall construction site gathering materials with the construction crew when the site is attacked by a herd. He helps fight off the walkers after watching as Abraham rescues an injured Francine , who was abandoned by Tobin . Moments later, Bobby remains working after Abraham starts leading the team. Bobby is among the townspeople present at the community forum to discuss Rick 's fate. He also witnesses the murder of Reg , which he is horrified at, and the subsequent execution of Pete . Bobby attends the meeting at Deanna's house regarding how to handle the mega herd at the quarry. In the following days, he is among the volunteers to help build the wall on one of the roads to deter the mega herd in the operation to lure it away from Alexandria. Bobby is killed when the Wolves invade Alexandria and start ransacking houses and murdering residents. The next day, Bobby's body is gathered by Tobin and Bruce and buried along with the other slain Alexandrians. His name is then added to the memorial wall by Betsy and two other women .","Killed By Aaron (Indirectly Caused) Aaron leaves his backpack at Del Arno Foods, which causes the Wolves to locate and attack Alexandria. The Wolves As the Wolves make their way into Alexandria, Bobby is one of the many residents to be killed.",This list shows the victims Bobby has killed: Possibly numerous counts of zombies,,,"For more images of Bobby, please visit Bobby (TV Series)/Gallery ."
