Leo,Fate,Contents,Pre-Apocalypse[],Post-Apocalypse[],Death[],Killed Victims[],Relationships[],Appearances[],Trivia[]
,,,Nothing is known about Leo's life prior to or as the outbreak began.,"At some point in the apocalypse, Leo somehow came into contact with a group named ""the Saviors"" which he subsequently joined. Leo aided his group in terrorizing other survivors and communities around the area into subjugating to Negan's will, where their victims would be forced to give half their supplies in exchange for not being murdered. While investigating a warehouse, Leo and Zia start talking about Negan when suddenly they alerted to the presence of Michonne and Rosita who are hiding behind some shelves. Instead of engaging in a gunfight, Leo is told by Zia to escape with the truck full of horn blares to Sanctuary in order to divert the herd outside the compound. Before he can go outside, Leo is confronted by Rosita who is using an RPG. After Leo calls Rosita's bluff, she uses it on him and he is blown up.",Killed By Rosita Espinosa Leo runs into Rosita who has an RPG Launcher pointed at him. He openly doubts her using the RPG on him to which she responds by firing and blowing him up.,This list shows the victims Leo has killed: Possibly numerous counts of zombies and unnamed people,,""" The King, the Widow, and Rick """,Leo is the first alive named character to be directly killed by Rosita Espinosa in the TV Series .
