A.J. Ford,Fate,Contents,Pre-Apocalypse[],Post-Apocalypse[],Death[],Killed Victims[],Relationships[],Appearances[],Trivia[]
,,,"Nothing is known about A.J.'s life prior to or as the outbreak began, except that he lived with his father , mother and sister , and presumably attended elementary school.","A.J. is seen in a grocery store hiding with his mother and sister after Abraham kills multiple people, presumably survivors who harmed them. They are terrified of what Abraham has become and his mother leaves with A.J. and Becca the next day, and upon finding a car, they are attacked and devoured by walkers , later being found dead by Abraham.","Killed By Abraham Ford (Indirectly Caused) Ellen Ford (Indirectly Caused) After Abraham brutally killed a group of men, Ellen was so terrified of Abraham that she ran away with their children. Zombies A.J., his mother, and his sister run away from Abraham, being afraid of his brutality. However, they are attacked and devoured by walkers. The next day, their torn apart bodies are discovered by Abraham outside the grocery store.",This list shows the victims A.J. has killed: Possibly a few zombies,,""" Self Help "" (Flashback, No Lines) "" Variant "" (Archive Footage, Corpse)","A.J. is most likely short for Abraham Jr., similar to Alvin Jr. from the Telltale series. However, this was never confirmed. A.J. appears in the archival footage shown at the beginning of "" Variant "" as Judith narrates past events of the show to the audience before the episode's story begins."
