Yago,Fate,Contents,Overview[],Pre-Apocalypse[],Post-Apocalypse[],Death[],Killed Victims[],Relationships[],Appearances[],Trivia[]
,,,"Yago is a relentless individual. He's willing to kill his enemies even at the cost of his fellow 
Saviors
. When 
Joey
 is taken hostage by 
Carol
, Yago only hesitates a little before firing at Joey in an attempt to get Carol. When 
Rick
 and 
Daryl
 interrogate him, he admits that the battle wasn't worth it before dying.",Nothing is known of Yago's life prior to or as the outbreak began.,"At some point in the apocalypse, Yago somehow came into contact with a group named ""the Saviors"" which he subsequently joined.
Yago aided his group in terrorizing other survivors and communities around the area into subjugating to Negan's will, where their victims would be forced to give half their supplies in exchange for not being murdered.
During the war against the 
militia
, Yago and his fellow Saviors attempt to transfer the 50 cal machine guns from the 
current outpost
 to the 
Sanctuary
 when they spot 
Carol
 in the compound. Upon seeing her, they exchange bullets in a gunfight. Knowing she is outgunned, Carol pretends to surrender, and takes 
Joey
 as a hostage, forcing Yago and his comrades to sacrifice him in order to kill Carol unsuccessfully.
After Carol manages to take out two out of the four Saviors attacking her, Yago and another Savior take cover behind the vehicle containing the machine guns. Upon realizing Ezekiel is in trouble, she chooses to help him rather than kill Yago and his accomplice. Because of this, the two take this as an opportunity to flee the outpost on the truck.
On the road, 
Rick
 and 
Daryl
 chase Yago and his companion where Daryl manages to take out the Savior manning the .50 Caliber gun on the back of the truck and 
Rick
 hijacks the vehicle and stabs Yago with his knife, injuring him and throwing him out of the vehicle onto the road.
While lying on the ground bleeding out, Yago is approached by Rick and Daryl who demand to know what happened at the chemical plant outpost, to which Yago angrily claims that only ""
the king
, 
the lady with the short hair
, 
the axe man
"" survived the battle after killing his people. After Daryl walks away, Yago succumbs to his wounds and dies. Rick then stabs him in the head to prevent reanimation.","Killed By
Rick Grimes
While attempting to stop Yago from reaching the Sanctuary with the Savior heavy weapons, Rick jumps in Yago's truck and stabs him in the gut, before throwing him onto the roadway.
Shortly thereafter, Yago dies from his wound and Rick stabs him in the head to prevent reanimation.","This list shows the victims Yago has killed:
Joey
 
(Caused and Direct)


Numerous counts of 
zombies
 and unnamed people",,"""
Some Guy
""


""
The Big Scary U
""","His actor, Charles Halford, is one of the two voice actors from 
Telltale Games
' 
The Walking Dead
 that has appeared in the show, along with 
Brina Palencia
, the actress of 
Paige
 and 
Ana
."
