Miss Wilhelm,Contents,Pre-Apocalypse[],Post-Apocalypse[],Killed Victims[],Relationships[],Appearances[]
,,"Almost nothing is known about Miss Wilhelm's life prior to or as the outbreak began, except that she lived in the apartment across from the Chambler family and was fond of butter beans.","After the outbreak began, Miss Wilhelm fled to Florida. Her apartment was then occupied by the Governor . Whether or not she made it to Florida remains unknown. Miss Wilhelm is seen in a photograph inside of her apartment, along with her relatives.",This list shows the victims Miss Wilhelm has killed: Possibly a few zombies,David Chambler † - Neighbor Tara Chambler † - Neighbor Lilly Chambler † - Neighbor Meghan Chambler † - Neighbor Bill Jenkins † - Neighbor,""" Live Bait (Photograph, Flashback)"
