Billy Johnson,Fate,Contents,Pre-Apocalypse[],Post-Apocalypse[],Death[],Killed Victims[],Relationships[],Appearances[]
,,,Nothing is known about Billy' life prior to or as the outbreak began.,"While threatening 
Toby
, Ian mentions how Billy lied to the group in order to try and kill them all. However, Ian killed him and mounted his skull on his shelf of human skulls full of people he's killed. He shows off the skull to Aaron, Gabriel, Toby, and Jesse while he tells the story.","Killed By
Ian
After attempting to take over 
Riverbend
, Billy was shot in the head by Ian and his skull was mounted on a shelf.","This list shows the victims Billy has killed:
Possibly numerous counts of 
zombies
 and unnamed people","Riverbend


Ian
 † - Attempted Victim and Killer","""
Warlords
"" 
(Corpse)"
