Violet,Fate,Contents,Post-Apocalypse[],Death[],Relationships[],Appearances[]
,,,"After Carl takes notice of Violet's unusual behavior, Rick advises him not to get attached to her, as she is no longer a piglet and they plan to use her for food. Later that day, she succumbs to her illness.",Killed By The Flu Violet dies during the course of the episode because of the flu.,The Prison Carl Grimes † - Owner Piglets † - Children,""" 30 Days Without An Accident """
