Jeremiah,Contents,Pre-Apocalypse[],Post-Apocalypse[],Killed Victims[],Relationships[],Appearances[]
,,"Nothing is known about Jeremiah's life prior to or as the outbreak began, except that he worked as a researcher on 
Bloodsworth Island
 alongside 
Celeste
 and 
Virgil
.","Jeremiah is discovered in a jail cell alongside Lucy and Celeste by Michonne shortly after she is captured by Virgil. However, he and his friends are freed after Michonne gains the upper hand on Virgil and escapes from the jail. While the survivors capture Virgil, they spare his life and allow him to remain on the island as they take a boat and leave the island.","This list shows the victims Jeremiah has killed:
Possibly numerous counts of 
zombies",,"""
What We Become
"""
