Anton,Contents,Pre-Apocalypse[],Post-Apocalypse[],Killed Victims[],Relationships[],Appearances[],Trivia[]
,,Nothing is known about Anton's life prior to or as the outbreak began.,"At some point during the outbreak, Anton joined a community in Ohio. Anton is among the Commonwealth soldiers gearing up as they prepare to go beyond the city walls to disperse an approaching herd. He brings the news to Mercer that the vehicles are ready to roll and asks if this is everyone going on the mission which Mercer confirms it is for now.",This list shows the victims Anton has killed: Numerous counts of zombies and possibly unnamed people,The Commonwealth Michael Mercer - General,""" Family ""","Anton was portrayed by Onye Eme-Akwari , the brother of Okea Eme-Akwari who portrays Elijah ."
