Charlyne,Fate,Contents,Pre-Apocalypse[],Post-Apocalypse[],Death[],Killed Victims[],Relationships[],Appearances[],Trivia[]
,,,Nothing is known about Charlyne's life prior to or as the outbreak began.,"At some point in the apocalypse, Charlyne joined a community called the Alexandria Safe Zone . Charlyne is killed when the Wolves invade Alexandria and start ransacking houses and murdering residents. As Ron catches his breath behind a tree, he witnesses horrified at Charlyne's bloodied and dismembered body which is laying in the street nearby. The next day, Charlyne's body is gathered by Tobin and Bruce and buried along with the other slain Alexandrians. Her name is then added to the memorial wall by Betsy and two other women .","Killed By Aaron (Indirectly Caused) Aaron leaves his backpack at Del Arno Foods, which causes the Wolves to locate and attack Alexandria. The Wolves As the Wolves make their way into Alexandria, Charlyne is one of the many residents to be killed.",This list shows the victims Charlyne has killed: Possibly a few zombies,,""" JSS "" (Corpse) "" Now "" (Corpse)","The names written on the memory wall correspond to the filming of each death scene in "" JSS "". Because of this, this character and O'Hara were just props and their bodies were both laid out at the same time, making this character Charlyne."
