Lucy,Contents,Pre-Apocalypse[],Post-Apocalypse[],Killed Victims[],Relationships[],Appearances[]
,,"Nothing is known about Lucy's life prior to or as the outbreak began, except that she worked as a janitor on Bloodsworth Island .","Lucy is discovered in a jail cell alongside Jeremiah and Celeste by Michonne shortly after she is captured by Virgil. However, she and her friends are freed after Michonne gains the upperhand on Virgil and escapes from the jail. While the survivors capture Virgil, they spare his life and allow him to remain on the island as they take a boat and leave the island.",This list shows the victims Lucy has killed: Possibly numerous counts of zombies,,""" What We Become """
