Dr. Harlan Carson,Fate,Contents,Overview[],Pre-Apocalypse[],Post-Apocalypse[],Death[],Killed Victims[],Relationships[],Appearances[],Gallery[],Trivia[]
,,,"Harlan is an intelligent, friendly, and skilled doctor. He is shown to always be willing to help others in need and greatly cares for his patients. His skills prove to be a valuable asset, such as being able to help with Maggie 's pregnancy. However, after the death of his brother , Harlan is taken by the Saviors to replace him as the new doctor. Due to Harlan's essential medical skills, the group tries to get him back for Maggie's pregnancy. He and Gabriel manage to escape the Sanctuary . He is initially skeptical in Gabriel's faith in God but starts believing when Gabriel manages to save him from a walker despite his poor eyesight. When he and Gabriel are recaptured by the Saviors, he is shown to be brave, deciding to make a stand against them and reaches for one of the Savior's guns. This unfortunately would cost him his life.","Harlan grew up in Virginia alongside his brother Emmett , where together they enrolled in Medical school where throughout their studies they gained a distinct education regarding medical methods and procedures. While Emmett became a pledged physician, Harlan developed a keen interest in pregnancy and thus he became employed as an obstetrician where throughout his career he helped to deliver babies for several couples.","Harlan and Emmett survived the early stages of the outbreak and took residence in a FEMA camp where they were later evacuated to a safe-zone named the Hilltop Colony , upon where Harlan settled into the farming community where he became integrated with the fellow residents, most notably Gregory and Paul Rovia , and thus became a prominent member. Due to his medical knowledge and experience, Harlan was appointed as the community's medical physician where he aided his fellow residents in treating wounds and helping to deliver babies. Harlan was present at the time of the arrival of the Saviors , a notorious group of survivors who demanded half of the Hilltop's supplies in exchange for leaving the farming community unscathed. Though initially reluctant to comply the Saviors demonstrated their motives through publicly executing a 16-year-old resident Rory . Following this barbaric event, the colony entered into a period of dread and submission and thus were forced to comply under Negan Smith 's rule, were due to their limited resources and manpower they were unable to rebel against their savage oppressors. Throughout the following months, the community begrudgingly began to gather supplies to present towards the Saviors in their desperate attempt to keep them at bay. Harlan and Emmett were then separated from each other as the latter was taken away to be forced to serve as the Saviors' main doctor at their headquarters.","Killed By Eugene Porter (Indirectly Caused, Alive) Negan Smith (Indirectly Caused, Alive) Gabriel Stokes (Indirectly Caused, Alive) Himself (Caused, Alive) Unnamed Savior As Harlan tries to grab a gun from a Savior to attack them with, another Savior fatally shoots him in the chest and is left to turn. As his brain wasn't destroyed, he more than likely reanimated into a walker afterwards.","This list shows the victims Harlan has killed: Ham Radio Operator (Zombified) Himself (Caused, Alive) Numerous counts of zombies","For a more in-depth look at Harlan's relationships, read here: Harlan Carson (TV Series)/Relationships",,"For more images of Harlan Carson, please visit Harlan Carson (TV Series)/Gallery .","Harlan is credited as Dr. Carson in all of his appearances. This version is the younger brother of Emmett Carson unlike the comic version of Harlan Carson who is the older brother of Carson . Harlan is one of the two people to have delivered a baby in the TV series, the other being Maggie Rhee . Eugene refers to Harlan as ""Doctor Carson 2.0"" in "" The Big Scary U "". As of Harlan's death, there are no known surviving members of the Carson family. Both Harlan and Emmett died in episode 11 of Seasons 8 and 7, respectively."
