Wesley,Fate,Contents,Overview[],Pre-Apocalypse[],Post-Apocalypse[],Death[],Killed Victims[],Relationships[],Appearances[],Gallery[],Trivia[]
,,,"Wesley is a brave and grateful man. He is shown to have disapproved of 
Gregory
's leadership and is thankful to 
Maggie
 when she takes charge. Like many others, he goes along with joining the fight against the 
Saviors
, fighting until his unfortunate demise.",Nothing is known about Wesley's life prior to or as the outbreak began.,"At some point in the apocalypse, Wesley joined a community called the 
Hilltop Colony
 where he became one of the supply runners.","Killed By
Negan Smith
 
(Indirectly Caused)


Simon
 
(Caused)


The Saviors
 
(Alive, Caused)
During the Saviors' attack on the Hilltop, Wesley is injured by one of the Saviors' tainted weapons. The following night, Wesley succumbs to the infection and reanimates.
Daryl Dixon
 
(Zombified)
As a zombified Wesley attacks the Hilltop residents, he is stabbed in the head by Daryl.","This list shows the victims Wesley has killed:
Possibly a few unnamed 
Saviors


At least 1 unnamed 
Hilltop
 resident 
(Infected)


Possibly numerous counts of 
zombies",,,"For more images of Wesley, please visit 
Wesley (TV Series)/Gallery
.","For an unknown reason, Wesley is not mentioned in the 
Talking Dead
 memorial for ""
Do Not Send Us Astray
""."
