Mr. Siggard,Fate,Contents,Pre-Apocalypse[],Post-Apocalypse[],Death[],Killed Victims[],Relationships[],Appearances[]
,,,"Nothing is known about Mr. Siggard's life prior to or as the outbreak began, except that he had a wife . They lived on a farm and had at least one horse .",Rick Grimes stops at Siggard's Farm hoping there would be some gas available. Rick looks into the window only to find the corpses of Mr. and Mrs. Siggard.,"Killed By Himself (Suicide) Mr. Siggard had possibly shot his wife and then killed himself, as an act of desperation.","This list shows the victims Mr. Siggard has killed: Mrs. Siggard (Possibly, Out of Mercy) Himself (Suicide) Possibly a few zombies",Mrs. Siggard † - Wife and Possible Out of Mercy Victim Siggard Family Horse † - Pet,""" Days Gone Bye "" (Corpse)"
