Hanson,Fate,Contents,Pre-Apocalypse[],Post-Apocalypse[],Death[],Killed Victims[],Relationships[],Appearances[],Trivia[]
,,,"Hanson was a captain in the 
Atlanta Police Department
. His second-in-command was Lt. 
Dawn Lerner
 who, sometime before the outbreak, presented her an award for her work with the Atlanta Police Department.","Hanson was mentioned by Dr. 
Steven Edwards
 as the commanding officer who was tasked with evacuating 
Grady Memorial Hospital
 with Dawn Lerner and other Atlanta Police Department officers. After the city was firebombed, he eventually spiraled out of control, making bad decisions and was ""dealt with"" by Dawn. Hanson is later seen in a photograph in Dawn's office along with his nameplate and badge. According to the badge, his rank was Captain.
Hanson is mentioned by 
Beth Greene
 when she asked Dawn about his history and what had happened to him. Dawn replies that Hanson was her mentor. Later, Hanson is the topic for a quarrel between Dawn and 
O'Donnell
 which ended with the death of the latter.","Killed By
Dawn Lerner
According to Dr. Edwards, Hanson began to make poor decisions, leading to Dawn killing him and taking charge.","This list shows the victims Hanson has killed:
Numerous counts of 
zombies
 and unnamed people","Grady Memorial Hospital


Dawn Lerner
 † - Former Friend and Killer


O'Donnell
 †","""
Slabtown
"" 
(Photograph)


""
Coda
"" 
(Photograph)","Hanson is the first named member of the Grady Memorial Hospital group to die, albeit off-screen and at some point before the hospital's appearance in Season 5."
