Thomas,Contents,Pre-Apocalypse[],Post-Apocalypse[],Killed Victims[],Relationships[],Appearances[]
,,Nothing is known about Thomas' life prior to or as the outbreak began.,"At some point during the outbreak, Thomas joined a community in Ohio. Thomas is present at the ""Kill House"" along with his fellow trainees. He is ordered to team up with Hart by Mercer .",This list shows the victims Thomas has killed: Possibly numerous counts of zombies,The Commonwealth Michael Mercer - General Hart,""" New Haunts "" (No Lines)"
