Felix,Fate,Contents,Pre-Apocalypse[],Post-Apocalypse[],Death[],Killed Victims[],Relationships[],Appearances[],Trivia[]
,,,Nothing is known about Felix's life prior to or as the outbreak began.,"At some point in the apocalypse, Felix joined a community called the Hilltop Colony . Felix and Penny are instructed by Yumiko Okumura to scout the nearby area and radio back as soon as they spot the Whisperers. Unfortunately while scouting, the pair are captured and hanged by the Whisperers. Their reanimated corpses are discovered by the caravan Daryl is leading at a roadblock created by Negan Smith .","Killed By The Whisperers (Alive) Daryl Dixon , Lydia , or Dianne (Zombified) After being hanged by the Whisperers while out on patrol, a zombified Felix is found by the caravan of Hilltoppers heading towards Oceanside. Felix is then put down by either Daryl, Lydia, or Dianne.",This list shows the victims Felix has killed: Possibly numerous counts of zombies,,""" Morning Star "" (No Lines)","Felix and Penny are the last named Hilltop residents introduced in the TV Series . In a deleted scene from Season 10, Yumiko thanks Daryl for bringing the bodies of Felix and Penny back to Hilltop."
