John,Contents,Pre-Apocalypse[],Post-Apocalypse[],Killed Victims[],Relationships[],Appearances[],Trivia[]
,,Nothing is known about John's life prior to or as the outbreak began.,"At some point during the outbreak, John joined a community in Ohio and became a legal supervisor at the community. John informs Eugene , Ezekiel , and Princess that they've been charged with several crimes and will be banished if found guilty. Stephanie and Hornsby enter the room. Hornsby orders John to release Eugene's group. Stephanie tells them that Hornsby can protect them from banishment but that they'll still have to pay for their crimes. With the city breached and many civilians killed as reported by Colonel Vickers and the screams heard throughout the invasion, John's fate is left unknown. It is possible he was let into the Estates with the crowd of terrified citizens or was rescued later on elsewhere in the city, or was killed by the undead.",This list shows the victims John has killed: Possibly numerous counts of zombies,,""" Out of the Ashes ""","This character is credited as Supervisor in "" Out of the Ashes ""."
