Casper,Fate,Contents,Pre-Apocalypse[],Post-Apocalypse[],Death[],Killed Victims[],Relationships[],Appearances[],Trivia[]
,,,Nothing is known about Casper's life prior to or as the outbreak began.,"At some point in the apocalypse, Casper joined a community called the Hilltop Colony . Casper, Hilde , Miles , and Martin leave Hilltop for the fair in a horse-drawn wagon. On their way, they are ambushed by Alpha and killed. At night, a zombified Casper is found in the woods by Daryl, Michonne , Carol , and Yumiko . Before he can attack anyone, he is shot in the head with an arrow by Yumiko.",Killed By The Whisperers (Alive) Casper is ambushed in the woods by the Whisperers and is killed. Yumiko Okumura (Zombified) A zombified Casper is shot in the head with an arrow by Yumiko.,This list shows the victims Casper has killed: Numerous counts of zombies,,""" The Calm Before ""","Despite the fact that both Casper and Martin are named characters who died in "" The Calm Before "", neither of them were featured during the ""In Memoriam"" segment of that week's episode of Talking Dead . Casper is the first named character who is killed by Yumiko Okumura in the TV Series , albeit zombified."
